"Dictamen";"Antiguedad.Trabajo";"Vivienda";"Plazo";"Edad";"Estado.civil";"Registros";"Tipo.trabajo";"Gastos";"Ingresos";"Patrimonio";"Cargas.patrimoniales";"Importe.solicitado";"Precio.del.bien.financiado";"Estalvi";"RatiFin"
"positiu";17;"escriptura";24;51;"casat";"reg_no";"autonom";35;0;5000;0;800;1630;-1.05;49.079754601227
"positiu";25;"escriptura";60;50;"casat";"reg_no";"fixe";75;85;8000;0;1500;2075;0.4;72.289156626506
"positiu";15;"escriptura";48;40;"solter";"reg_no";"fixe";35;95;7000;4000;800;1086;1.2;73.6648250460405
"positiu";27;"escriptura";12;45;"casat";"reg_no";"fixe";60;142;5000;0;400;985;2.46;40.6091370558376
"positiu";6;"escriptura";60;63;"vidu";"reg_no";"altres sit";35;54;13000;0;1000;1063;1.14;94.0733772342427
"positiu";1;"altres viv";24;20;"solter";"reg_no";"temporal";45;48;3000;0;700;980;0.102857142857143;71.4285714285714
"negatiu";14;"escriptura";36;37;"casat";"reg_si";"fixe";75;120;13000;3500;1250;1350;0.288;92.5925925925926
"positiu";6;"escriptura";48;53;"casat";"reg_no";"autonom";60;178;15000;0;800;1371;7.08;58.3515681983953
"negatiu";8;"altres viv";60;28;"divorciat";"reg_si";"fixe";35;102;0;0;1100;1421;3.65454545454545;77.4102744546094
"negatiu";5;"escriptura";36;59;"casat";"reg_no";"autonom";35;0;1;0;700;1100;-1.8;63.6363636363636
"positiu";8;"pares";48;24;"solter";"reg_no";"fixe";35;96;0;0;1000;1540;2.928;64.9350649350649
"positiu";2;"pares";60;26;"solter";"reg_no";"autonom";35;8;0;0;900;984;-1.8;91.4634146341463
"negatiu";33;"lloguer";60;53;"casat";"reg_no";"fixe";46;106;0;0;850;1371;4.23529411764706;61.998541210795
"positiu";13;"escriptura";36;40;"casat";"reg_no";"fixe";45;193;3000;0;700;1000;7.61142857142857;70
"negatiu";2;"escriptura";36;22;"solter";"reg_no";"autonom";35;0;11000;0;375;450;-3.36;83.3333333333333
"positiu";5;"pares";60;23;"solter";"reg_no";"fixe";35;120;0;0;1300;2100;3.92307692307692;61.9047619047619
"negatiu";11;"escriptura";60;42;"casat";"reg_no";"fixe";60;80;3600;0;1200;1322;1;90.7715582450832
"positiu";8;"escriptura";60;31;"casat";"reg_no";"fixe";35;98;5000;1000;1400;1720;2.27142857142857;81.3953488372093
"positiu";0;"pares";60;24;"solter";"reg_si";"fixe";35;241;0;0;1100;1600;11.2363636363636;68.75
"positiu";2;"pares";60;48;"casat";"reg_si";"fixe";45;106;1500;0;1000;1253;3.66;79.8084596967279
"positiu";8;"escriptura";24;25;"casat";"reg_no";"fixe";35;160;3000;0;800;1092;3.75;73.2600732600733
"positiu";3;"lloguer";48;28;"solter";"reg_no";"fixe";51;160;0;0;550;1440;9.51272727272727;38.1944444444444
"negatiu";6;"lloguer";60;47;"casat";"reg_si";"autonom";45;0;3000;0;1000;1000;-2.7;100
"positiu";14;"escriptura";36;40;"casat";"reg_no";"fixe";45;80;3000;0;900;1263;1.4;71.2589073634204
"positiu";30;"escriptura";48;66;"casat";"reg_no";"autonom";35;178;7000;0;1000;1108;6.864;90.2527075812274
"negatiu";0;"lloguer";36;55;"casat";"reg_si";"fixe";94;193;0;0;600;1100;5.94;54.5454545454545
"negatiu";2;"pares";60;22;"solter";"reg_no";"fixe";35;60;0;0;1175;1175;1.27659574468085;100
"negatiu";1;"lloguer";48;29;"vidu";"reg_no";"altres sit";43;80;0;0;1250;1500;1.4208;83.3333333333333
"positiu";13;"altres viv";60;37;"casat";"reg_no";"fixe";60;103;87;0;1300;1966;1.98461538461538;66.1241098677518
"positiu";20;"escriptura";60;51;"casat";"reg_no";"fixe";45;107;2000;0;1000;1536;3.72;65.1041666666667
"positiu";4;"lloguer";36;60;"separat";"reg_no";"fixe";46;111;0;0;500;750;4.68;66.6666666666667
"positiu";1;"escriptura";60;60;"casat";"reg_no";"altres sit";45;200;7000;0;1000;1179;9.3;84.8176420695505
"positiu";8;"escriptura";48;34;"casat";"reg_no";"autonom";45;0;8000;3600;600;1699;-6.48;35.3148911124191
"negatiu";0;"escriptura";60;58;"solter";"reg_no";"altres sit";35;19;1;0;700;1332;-1.37142857142857;52.5525525525526
"negatiu";0;"altres viv";48;32;"solter";"reg_no";"temporal";35;182;0;0;800;907;8.82;88.2028665931643
"positiu";25;"escriptura";36;46;"casat";"reg_no";"fixe";90;145;12000;0;1100;2400;1.8;45.8333333333333
"negatiu";4;"lloguer";60;23;"solter";"reg_si";"fixe";45;97;0;0;1250;1635;2.496;76.4525993883792
"positiu";8;"altres viv";30;40;"casat";"reg_no";"fixe";45;148;0;0;850;1370;3.63529411764706;62.043795620438
"positiu";21;"escriptura";36;44;"casat";"reg_no";"fixe";75;170;4000;0;1200;1650;2.85;72.7272727272727
"negatiu";10;"escriptura";48;50;"separat";"reg_no";"autonom";35;0;80000;0;1800;2038;-0.933333333333333;88.3218842001963
"negatiu";1;"lloguer";36;47;"casat";"reg_si";"autonom";105;0;0;0;500;500;-7.56;100
"positiu";5;"lloguer";36;33;"casat";"reg_no";"temporal";52;73;0;0;400;750;1.89;53.3333333333333
"negatiu";2;"altres viv";60;45;"casat";"reg_si";"temporal";60;90;0;0;1000;1457;1.8;68.6341798215511
"positiu";12;"escriptura";60;39;"solter";"reg_si";"fixe";35;125;4000;0;1000;1516;5.4;65.9630606860158
"positiu";2;"pares";60;22;"solter";"reg_no";"autonom";35;115;0;0;1250;1263;3.84;98.9707046714173
"positiu";8;"escriptura";60;29;"casat";"reg_no";"fixe";45;192;6000;2500;1300;1595;5.63076923076923;81.5047021943574
"positiu";3;"escriptura";60;32;"solter";"reg_no";"fixe";35;84;5000;3000;600;999;1.9;60.0600600600601
"positiu";2;"pares";60;25;"casat";"reg_no";"autonom";35;150;2000;0;1000;1302;6.9;76.8049155145929
"positiu";2;"lloguer";36;31;"casat";"reg_no";"autonom";46;111;0;0;1000;1800;2.34;55.5555555555556
"negatiu";0;"lloguer";48;25;"casat";"reg_si";"temporal";49;139;0;0;1450;1701;2.97931034482759;85.243974132863
"positiu";7;"lloguer";60;33;"casat";"reg_no";"fixe";84;240;0;0;1000;1928;9.36;51.8672199170124
"negatiu";2;"pares";36;21;"solter";"reg_no";"fixe";35;50;0;0;500;900;1.08;55.5555555555556
"negatiu";0;"pares";48;26;"casat";"reg_no";"temporal";45;76;0;0;700;2300;2.12571428571429;30.4347826086957
"positiu";1;"escriptura";48;48;"casat";"reg_no";"autonom";45;188;14000;0;900;1082;7.62666666666667;83.1792975970425
"positiu";30;"lloguer";36;53;"casat";"reg_no";"temporal";70;95;0;0;800;800;1.125;100
"positiu";3;"escriptura";48;63;"casat";"reg_no";"altres sit";35;145;4000;0;350;969;15.0857142857143;36.1197110423117
"positiu";3;"lloguer";60;36;"casat";"reg_no";"temporal";42;72;0;0;850;1263;2.11764705882353;67.3000791765637
"positiu";0;"pares";36;20;"solter";"reg_no";"temporal";35;120;0;0;1100;1100;2.78181818181818;100
"positiu";4;"pares";48;23;"solter";"reg_no";"fixe";35;85;0;0;1200;1350;2;88.8888888888889
"positiu";10;"contr_privat";36;47;"casat";"reg_si";"fixe";45;60;5000;0;250;1343;2.16;18.6150409530901
"positiu";8;"escriptura";12;32;"casat";"reg_si";"fixe";45;211;4500;0;800;2014;2.49;39.7219463753724
"negatiu";0;"escriptura";48;54;"vidu";"reg_no";"temporal";35;67;5000;0;760;860;2.02105263157895;88.3720930232558
"positiu";3;"escriptura";60;28;"casat";"reg_no";"temporal";35;143;5500;3000;1150;1292;4.0695652173913;89.0092879256966
"negatiu";1;"lloguer";48;30;"solter";"reg_no";"autonom";35;0;0;0;1300;1500;-1.29230769230769;86.6666666666667
"negatiu";15;"escriptura";24;47;"casat";"reg_si";"autonom";45;154;5000;0;250;500;10.464;50
"positiu";1;"escriptura";60;42;"casat";"reg_no";"fixe";60;76;5000;0;1000;1299;0.96;76.9822940723634
"positiu";8;"escriptura";60;30;"casat";"reg_no";"fixe";60;106;7000;4000;700;999;0.514285714285714;70.0700700700701
"positiu";20;"escriptura";36;51;"casat";"reg_no";"fixe";45;90;3500;0;675;775;2.4;87.0967741935484
"negatiu";11;"contr_privat";60;39;"casat";"reg_no";"fixe";60;120;3000;1000;1450;1499;2.06896551724138;96.7311541027352
"negatiu";2;"pares";60;35;"casat";"reg_no";"temporal";45;85;0;0;1000;1542;2.4;64.8508430609598
"negatiu";1;"pares";60;22;"casat";"reg_si";"temporal";45;183;0;0;1600;1739;5.175;92.0069005175388
"negatiu";7;"escriptura";60;25;"casat";"reg_no";"fixe";35;75;3000;0;1350;1674;1.77777777777778;80.6451612903226
"positiu";0;"escriptura";60;50;"solter";"reg_no";"fixe";35;120;0;0;1400;1430;3.64285714285714;97.9020979020979
"positiu";22;"escriptura";48;39;"solter";"reg_no";"fixe";35;83;2500;0;650;1265;3.54461538461538;51.3833992094862
"positiu";1;"escriptura";48;41;"casat";"reg_no";"autonom";60;102;4000;0;1000;1090;2.016;91.743119266055
"negatiu";1;"lloguer";36;37;"casat";"reg_si";"fixe";97;71;0;0;1300;1700;-0.72;76.4705882352941
"positiu";1;"pares";60;45;"casat";"reg_si";"fixe";60;92;6000;0;1220;1466;1.57377049180328;83.2196452933151
"positiu";18;"lloguer";60;53;"casat";"reg_no";"fixe";71;107;4000;0;1300;1450;1.66153846153846;89.6551724137931
"positiu";5;"lloguer";36;52;"casat";"reg_si";"autonom";35;0;0;0;850;950;-1.48235294117647;89.4736842105263
"positiu";8;"pares";12;27;"solter";"reg_no";"autonom";35;150;3000;0;275;550;5.01818181818182;50
"positiu";0;"lloguer";60;21;"solter";"reg_no";"fixe";47;120;0;0;1400;1550;3.12857142857143;90.3225806451613
"negatiu";7;"contr_privat";48;30;"casat";"reg_no";"temporal";60;112;1500;0;900;1165;2.77333333333333;77.2532188841202
"positiu";3;"escriptura";36;42;"casat";"reg_no";"fixe";60;60;6000;0;1200;1500;0;80
"positiu";0;"lloguer";36;34;"solter";"reg_no";"temporal";43;78;0;0;1200;1550;1.05;77.4193548387097
"positiu";6;"escriptura";36;36;"casat";"reg_no";"fixe";60;73;3500;0;475;675;0.985263157894737;70.3703703703704
"positiu";7;"lloguer";60;34;"casat";"reg_no";"fixe";48;130;0;0;1150;1549;4.27826086956522;74.2414460942544
"positiu";14;"escriptura";18;29;"casat";"reg_no";"fixe";35;165;6000;2500;600;1370;3.15;43.7956204379562
"positiu";4;"escriptura";60;39;"casat";"reg_no";"autonom";45;0;7500;0;1300;1508;-2.07692307692308;86.2068965517241
"negatiu";1;"pares";60;33;"casat";"reg_si";"autonom";45;0;0;0;1000;1471;-2.7;67.9809653297077
"negatiu";0;"lloguer";60;33;"casat";"reg_no";"temporal";77;166;0;0;850;984;6.28235294117647;86.3821138211382
"positiu";21;"pares";60;39;"casat";"reg_si";"fixe";60;210;5000;0;1500;1787;6;83.9395635142697
"positiu";12;"escriptura";60;40;"casat";"reg_si";"fixe";45;110;11500;1750;800;1594;3.5625;50.1882057716437
"negatiu";0;"escriptura";60;38;"casat";"reg_no";"fixe";45;87;10000;4500;900;1000;-0.2;90
"positiu";10;"escriptura";60;40;"casat";"reg_no";"fixe";60;194;7000;0;1600;2171;5.025;73.6987563334869
"negatiu";10;"escriptura";36;37;"separat";"reg_si";"fixe";60;150;30000;3000;1000;1400;2.16;71.4285714285714
"positiu";45;"escriptura";12;60;"casat";"reg_no";"autonom";35;52;19000;0;550;1240;0.370909090909091;44.3548387096774
"negatiu";0;"escriptura";60;32;"casat";"reg_si";"fixe";35;75;4500;1000;900;1084;2;83.0258302583026
"negatiu";0;"escriptura";60;37;"casat";"reg_no";"autonom";90;0;8000;4000;1550;1557;-5.03225806451613;99.5504174694926
"negatiu";2;"escriptura";60;32;"casat";"reg_no";"fixe";60;182;3000;350;1300;1662;5.46923076923077;78.2190132370638
"positiu";22;"pares";24;51;"casat";"reg_no";"fixe";45;201;0;0;800;1385;4.68;57.7617328519856
"positiu";0;"escriptura";60;30;"casat";"reg_no";"fixe";45;180;5000;0;1600;1924;5.0625;83.1600831600832
"negatiu";0;"pares";36;24;"solter";"reg_no";"temporal";35;100;0;0;1000;2000;2.34;50
"positiu";30;"lloguer";60;55;"casat";"reg_no";"fixe";57;115;10000;0;900;1000;3.86666666666667;90
"positiu";13;"contr_privat";42;46;"casat";"reg_no";"fixe";60;75;3000;600;1200;1569;0.315;76.4818355640535
"negatiu";3;"escriptura";60;28;"casat";"reg_no";"fixe";45;210;5000;2700;1100;1516;7.52727272727273;72.5593667546174
"positiu";2;"pares";24;24;"solter";"reg_no";"fixe";35;110;0;0;1000;1589;1.8;62.9326620516048
"positiu";5;"escriptura";30;53;"solter";"reg_no";"autonom";35;700;23000;0;1500;2150;13.3;69.7674418604651
"negatiu";8;"lloguer";60;30;"casat";"reg_no";"fixe";85;103;0;0;1090;1090;0.990825688073394;100
"negatiu";2;"pares";48;20;"solter";"reg_no";"fixe";105;130;2500;0;1750;1998;0.685714285714286;87.5875875875876
"negatiu";15;"escriptura";60;53;"separat";"reg_no";"fixe";35;95;16500;0;1600;1955;2.25;81.8414322250639
"negatiu";15;"escriptura";60;37;"casat";"reg_no";"fixe";75;200;9000;2500;1400;1699;4.28571428571429;82.4014125956445
"positiu";9;"escriptura";36;31;"casat";"reg_no";"fixe";35;161;14000;0;1200;1705;3.78;70.3812316715542
"negatiu";0;"pares";48;26;"solter";"reg_si";"autonom";35;101;0;0;1500;1703;2.112;88.0798590722255
"positiu";2;"escriptura";48;41;"casat";"reg_no";"fixe";75;120;7500;4750;900;1411;-0.133333333333333;63.7845499645641
"positiu";14;"lloguer";48;32;"casat";"reg_no";"fixe";72;115;0;0;350;410;5.89714285714286;85.3658536585366
"positiu";15;"escriptura";60;35;"solter";"reg_si";"fixe";35;150;5000;2800;1300;1332;4.01538461538462;97.5975975975976
"positiu";0;"pares";36;37;"casat";"reg_si";"fixe";45;230;7000;0;2800;4200;2.37857142857143;66.6666666666667
"positiu";13;"escriptura";48;27;"casat";"reg_no";"fixe";45;118;10000;7200;1100;1397;0.0436363636363636;78.740157480315
"negatiu";1;"contr_privat";60;41;"casat";"reg_si";"temporal";45;93;3000;0;1900;2230;1.51578947368421;85.2017937219731
"positiu";9;"escriptura";48;49;"casat";"reg_no";"fixe";60;149;12000;0;700;1975;6.10285714285714;35.4430379746835
"positiu";16;"escriptura";60;30;"casat";"reg_no";"fixe";35;95;2000;0;1300;1700;2.76923076923077;76.4705882352941
"negatiu";1;"escriptura";24;34;"casat";"reg_si";"autonom";60;250;3000;0;1100;1281;4.14545454545455;85.8704137392662
"negatiu";3;"lloguer";60;30;"casat";"reg_no";"autonom";45;0;0;0;1150;1395;-2.34782608695652;82.4372759856631
"positiu";12;"escriptura";36;50;"casat";"reg_no";"fixe";75;190;5000;0;1070;1500;3.86915887850467;71.3333333333333
"positiu";0;"pares";48;23;"solter";"reg_no";"fixe";35;56;0;0;325;1202;3.10153846153846;27.0382695507488
"negatiu";0;"pares";48;21;"solter";"reg_no";"temporal";35;70;0;0;1200;1600;1.4;75
"positiu";6;"lloguer";36;36;"casat";"reg_si";"fixe";56;208;0;0;600;1432;9.12;41.8994413407821
"positiu";22;"lloguer";60;48;"casat";"reg_no";"fixe";66;210;0;0;1200;1233;7.2;97.323600973236
"negatiu";10;"altres viv";36;45;"casat";"reg_si";"fixe";45;102;0;0;535;585;3.83551401869159;91.4529914529915
"negatiu";10;"lloguer";36;35;"solter";"reg_no";"autonom";40;50;1;1;500;1050;0.71928;47.6190476190476
"positiu";10;"escriptura";12;56;"vidu";"reg_no";"altres sit";35;214;53500;0;1150;1300;1.86782608695652;88.4615384615385
"positiu";3;"pares";60;27;"casat";"reg_no";"fixe";45;140;5000;0;1400;1721;4.07142857142857;81.3480534572923
"negatiu";6;"altres viv";36;35;"casat";"reg_no";"autonom";35;23;3000;0;250;350;-1.728;71.4285714285714
"positiu";14;"escriptura";60;31;"casat";"reg_no";"fixe";60;110;5500;2500;1000;1314;1.5;76.103500761035
"negatiu";1;"lloguer";60;26;"casat";"reg_no";"temporal";48;127;0;0;1250;1655;3.792;75.5287009063444
"positiu";1;"pares";24;21;"solter";"reg_no";"fixe";35;60;0;0;250;450;2.4;55.5555555555556
"negatiu";3;"pares";60;29;"solter";"reg_no";"autonom";35;0;0;0;1500;2500;-1.4;60
"positiu";26;"escriptura";36;46;"casat";"reg_no";"fixe";45;184;5000;0;1000;1535;5.004;65.1465798045603
"positiu";2;"escriptura";60;60;"casat";"reg_no";"fixe";35;87;2500;0;1000;1150;3.12;86.9565217391304
"positiu";32;"lloguer";60;47;"separat";"reg_si";"fixe";47;120;3000;0;1400;1995;3.12857142857143;70.1754385964912
"positiu";7;"escriptura";60;60;"casat";"reg_no";"fixe";45;145;5000;0;1350;1363;4.44444444444444;99.046221570066
"negatiu";11;"escriptura";60;58;"casat";"reg_no";"fixe";35;81;11000;0;1400;1550;1.97142857142857;90.3225806451613
"positiu";15;"altres viv";60;50;"casat";"reg_no";"fixe";35;92;6000;0;900;982;3.8;91.6496945010183
"positiu";2;"lloguer";36;27;"solter";"reg_no";"fixe";70;97;0;0;500;985;1.944;50.761421319797
"positiu";22;"escriptura";36;48;"casat";"reg_no";"fixe";45;150;5000;0;650;750;5.81538461538462;86.6666666666667
"positiu";2;"lloguer";36;27;"casat";"reg_no";"fixe";45;102;0;0;600;650;3.42;92.3076923076923
"negatiu";23;"escriptura";60;57;"casat";"reg_no";"fixe";35;99;2500;0;900;1077;4.26666666666667;83.5654596100279
"negatiu";1;"lloguer";36;24;"casat";"reg_no";"temporal";41;56;0;0;500;585;1.08;85.4700854700855
"positiu";33;"altres viv";36;56;"casat";"reg_no";"fixe";35;80;3500;0;800;981;2.025;81.5494393476045
"negatiu";3;"pares";60;20;"solter";"reg_no";"fixe";35;94;0;0;1300;1365;2.72307692307692;95.2380952380952
"positiu";0;"pares";60;23;"solter";"reg_no";"temporal";35;205;0;0;1100;1258;9.27272727272727;87.4403815580286
"positiu";26;"lloguer";60;40;"casat";"reg_no";"fixe";47;118;0;0;1260;1450;3.38095238095238;86.8965517241379
"negatiu";12;"altres viv";60;34;"casat";"reg_no";"fixe";60;113;1500;0;1050;1087;3.02857142857143;96.5961361545538
"negatiu";14;"contr_privat";36;45;"separat";"reg_si";"fixe";35;120;2500;0;1150;1350;2.66086956521739;85.1851851851852
"positiu";8;"escriptura";60;41;"casat";"reg_no";"fixe";60;70;5000;0;900;1300;0.666666666666667;69.2307692307692
"negatiu";2;"altres viv";48;29;"solter";"reg_no";"fixe";35;105;0;0;1600;2074;2.1;77.145612343298
"negatiu";2;"altres viv";60;26;"solter";"reg_si";"temporal";35;55;0;0;1500;1543;0.8;97.2132209980557
"positiu";3;"lloguer";60;31;"casat";"reg_no";"autonom";70;102;0;0;1100;1305;1.74545454545455;84.2911877394636
"positiu";6;"pares";36;23;"solter";"reg_no";"fixe";35;79;6000;0;550;652;2.88;84.3558282208589
"positiu";2;"contr_privat";60;30;"casat";"reg_no";"fixe";60;152;3500;750;800;865;6.3375;92.485549132948
"positiu";9;"lloguer";60;32;"casat";"reg_no";"fixe";71;105;0;0;700;1800;2.91428571428571;38.8888888888889
"negatiu";25;"altres viv";48;50;"separat";"reg_si";"fixe";35;89;0;0;800;2300;3.24;34.7826086956522
"negatiu";5;"contr_privat";60;37;"casat";"reg_no";"temporal";60;95;2000;0;1065;1165;1.97183098591549;91.4163090128755
"positiu";2;"lloguer";60;29;"casat";"reg_si";"fixe";69;91;0;0;1000;1268;1.32;78.8643533123028
"positiu";20;"escriptura";60;56;"casat";"reg_no";"fixe";35;96;5000;0;950;1092;3.85263157894737;86.996336996337
"positiu";2;"lloguer";36;19;"solter";"reg_no";"fixe";48;128;0;0;1400;1650;2.05714285714286;84.8484848484848
"negatiu";1;"lloguer";60;28;"solter";"reg_si";"fixe";47;120;0;0;1400;1690;3.12857142857143;82.8402366863905
"negatiu";2;"pares";30;28;"solter";"reg_no";"temporal";35;70;0;0;550;875;1.90909090909091;62.8571428571429
"positiu";18;"contr_privat";60;42;"casat";"reg_no";"fixe";90;162;2500;400;1550;1615;2.63225806451613;95.9752321981424
"positiu";30;"ignora_cont";60;55;"casat";"reg_no";"autonom";45;81;19000;0;900;1560;2.4;57.6923076923077
"positiu";36;"escriptura";60;51;"casat";"reg_no";"fixe";35;205;4000;0;950;1017;10.7368421052632;93.4119960668633
"positiu";20;"pares";36;45;"casat";"reg_no";"autonom";60;71;5000;0;1000;1390;0.396;71.9424460431655
"positiu";3;"escriptura";48;28;"casat";"reg_no";"fixe";35;177;4000;3000;1150;1638;4.67478260869565;70.2075702075702
"positiu";2;"escriptura";36;42;"casat";"reg_no";"fixe";45;92;800;0;1200;2274;1.41;52.7704485488127
"negatiu";0;"lloguer";36;41;"casat";"reg_no";"autonom";35;0;0;0;800;1250;-1.575;64
"negatiu";0;"pares";36;28;"solter";"reg_no";"temporal";35;67;3500;0;1500;1539;0.768;97.4658869395711
"positiu";1;"escriptura";36;36;"casat";"reg_no";"fixe";35;100;7000;0;2000;2500;1.17;80
"negatiu";1;"pares";60;35;"solter";"reg_no";"fixe";35;75;0;0;1340;1350;1.7910447761194;99.2592592592593
"positiu";30;"escriptura";60;55;"casat";"reg_no";"autonom";35;100;70000;0;1175;1574;3.31914893617021;74.6505717916137
"positiu";1;"escriptura";12;22;"casat";"reg_no";"fixe";35;117;4000;0;275;450;3.57818181818182;61.1111111111111
"positiu";2;"altres viv";48;24;"casat";"reg_no";"fixe";35;63;4000;0;700;985;1.92;71.0659898477157
"positiu";4;"altres viv";60;25;"casat";"reg_no";"fixe";35;146;0;0;800;1400;8.325;57.1428571428571
"positiu";3;"pares";48;26;"solter";"reg_no";"fixe";35;200;0;0;1400;1500;5.65714285714286;93.3333333333333
"positiu";10;"escriptura";60;35;"separat";"reg_no";"fixe";35;300;5000;2500;1350;1369;10.6666666666667;98.6121256391527
"negatiu";4;"escriptura";60;40;"casat";"reg_si";"fixe";60;231;7000;3000;1100;1291;7.69090909090909;85.2052672347018
"positiu";1;"lloguer";60;34;"casat";"reg_no";"fixe";58;130;0;0;1000;1101;4.32;90.8265213442325
"positiu";12;"escriptura";24;38;"casat";"reg_no";"fixe";60;114;4000;600;400;1169;2.88;34.2172797262618
"positiu";2;"escriptura";12;30;"casat";"reg_no";"fixe";35;110;15000;0;700;1355;1.28571428571429;51.6605166051661
"positiu";1;"escriptura";48;41;"casat";"reg_no";"fixe";60;72;7000;0;700;985;0.822857142857143;71.0659898477157
"negatiu";0;"lloguer";36;38;"separat";"reg_no";"fixe";48;125;0;0;500;585;5.544;85.4700854700855
"negatiu";5;"lloguer";48;33;"casat";"reg_si";"autonom";60;0;0;0;2000;2652;-1.44;75.4147812971342
"positiu";1;"lloguer";60;32;"casat";"reg_no";"temporal";75;154;0;0;1500;1517;3.16;98.8793671720501
"positiu";15;"escriptura";60;29;"casat";"reg_si";"fixe";60;100;12000;0;500;2038;4.8;24.5338567222767
"positiu";22;"lloguer";60;38;"casat";"reg_no";"fixe";70;100;0;0;500;982;3.6;50.9164969450102
"negatiu";0;"pares";60;25;"solter";"reg_no";"temporal";35;82;0;0;700;1715;4.02857142857143;40.8163265306122
"positiu";10;"escriptura";12;42;"casat";"reg_si";"autonom";35;105;4000;0;380;913;2.21052631578947;41.6210295728368
"positiu";19;"escriptura";48;52;"casat";"reg_no";"fixe";60;68;6000;0;850;1393;0.451764705882353;61.0193826274228
"positiu";8;"escriptura";24;40;"casat";"reg_no";"autonom";45;107;3500;0;400;475;3.72;84.2105263157895
"positiu";12;"escriptura";36;55;"casat";"reg_no";"fixe";45;104;5000;0;275;575;7.72363636363636;47.8260869565217
"negatiu";1;"altres viv";36;46;"casat";"reg_si";"fixe";35;150;0;0;3000;4250;1.38;70.5882352941177
